ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
1378	46,41,40,19	0,0,1,0	26,37,34,30	0,0,0,0	797	149
1379	1,2,2,3	26,17,29,22	6,1,2,0	23,13,16,9	305	149
1380	23,16,14,17	9,8,8,18	12,11,16,14	9,12,5,8	369	149
1381	625,370,420,446	5,5,11,6	476,410,426,397	9,1,6,8	489	149
1382	15,20,27,15	169,102,103,113	11,18,16,7	67,91,63,54	243	149
1383	146,112,97,110	0,0,0,0	105,117,105,108	0,2,0,0	192	149
1387	1,1,2,6	0,2,1,1	4,3,2,8	0,2,2,0	268	149
1388	5,0,2,1	1,2,0,1	0,1,0,0	1,0,1,0	169	149
1389	4,2,6,6	35,25,17,32	0,2,2,5	27,26,28,21	186	149
1390	33,35,34,40	0,1,0,0	33,51,43,26	0,0,0,0	180	149
1391	35,33,22,35	29,24,21,32	46,33,34,54	32,35,25,29	158	149
1392	13,9,7,3	269,201,276,189	3,3,2,3	154,153,121,146	163	149
1393	15,8,23,15	1747,1252,1259,1237	19,23,17,5	1014,997,902,934	153	149
1394	47,42,32,28	1,0,0,0	40,31,25,16	0,0,0,0	611	149
1395	1812,1243,1376,1319	2,1,0,2	1053,1100,901,947	0,0,0,0	611	149
1396	1463,1207,1421,1196	141,104,95,81	981,1008,907,884	126,123,106,107	297	149
1397	1011,920,919,829	34,30,43,29	614,640,521,605	28,36,19,16	268	149
1398	4,10,1,2	260,449,461,454	2,1,6,10	429,519,436,487	550	149
1399	40,26,26,25	0,0,1,0	13,19,32,22	0,0,0,0	199	149
1400	25,35,45,24	0,0,0,0	15,22,18,20	0,0,1,0	189	149
1402	51,73,57,44	179,179,175,136	92,105,107,76	239,258,227,238	724	149
1403	54,32,46,34	0,0,3,0	15,19,6,12	0,0,0,0	387	149
1405	222,237,210,207	0,5,6,3	199,205,162,180	2,4,3,0	301	149
1406	117,137,138,97	0,0,3,1	111,115,97,95	0,0,1,0	301	149
1407	26,78,66,87	1,3,1,9	36,45,44,42	0,1,1,0	600	149
1417	836,750,690,630	0,0,2,0	470,484,415,423	0,0,0,0	752	149
1419	247,304,300,268	159,186,200,161	266,371,262,263	134,121,115,105	194	149
1420	13,23,30,19	106,158,132,158	25,40,10,15	139,134,130,124	451	149
1421	299,369,404,346	0,0,0,0	334,375,295,268	0,0,2,0	183	149
1422	83,77,99,83	1,3,1,3	83,78,76,70	2,3,3,2	183	149
1423	428,390,470,327	21,12,14,18	339,394,319,282	13,8,28,13	181	149
1425	1,0,0,0	0,0,0,1	0,4,1,2	0,0,0,0	476	149
1427	11,22,15,25	5,7,5,4	15,3,12,8	0,2,0,1	376	149
1428	172,215,181,152	0,0,0,0	169,158,153,134	0,0,0,1	863	149
1429	237,212,249,223	0,2,0,0	196,201,171,221	2,0,0,0	213	149
1430	1,0,0,0	320,316,329,301	0,0,1,0	281,318,280,284	153	149
1434	147,122,111,101	794,576,520,485	129,113,71,100	375,435,341,371	751	149
1435	705,657,810,700	4,0,3,0	578,625,521,539	8,0,1,5	189	149
1438	42,34,40,26	131,107,84,96	30,47,51,44	80,110,62,81	360	149
1439	145,152,148,129	0,0,1,0	110,96,79,108	5,4,1,3	217	149
1440	21,41,38,30	74,71,71,55	25,15,14,20	61,54,41,68	156	149
1443	1,0,0,0	0,0,0,2	0,2,0,0	0,0,0,0	173	149
1445	7,13,31,3	5,0,0,1	13,19,18,12	0,3,3,4	571	149
1446	1,2,10,0	12,14,19,19	1,1,0,1	24,17,22,22	319	149
1447	4,10,4,13	64,76,58,60	12,6,1,5	68,91,73,51	164	149
1448	27,46,65,48	0,0,0,0	34,46,22,30	1,0,0,0	236	149
1449	19,21,11,26	23,26,29,32	19,13,18,16	16,6,9,28	348	149
1451	1,0,0,0	0,0,2,2	0,0,0,0	0,1,0,0	209	149
1453	4134,4383,4693,4227	0,0,0,0	4329,4372,3993,3973	3,0,0,0	707	149
1454	49,234,253,195	2,4,5,8	223,237,228,190	3,8,7,6	154	149
1455	10,28,13,27	0,2,0,0	27,20,28,26	0,2,1,0	173	149
1456	417,688,676,574	11,10,22,8	662,789,668,726	8,12,3,8	173	149
1457	1,1,5,2	0,0,0,0	2,4,5,2	0,0,1,2	173	149
1458	1,1,5,3	134,266,248,275	3,1,1,1	202,204,181,151	211	149
1459	0,0,0,1	0,0,0,1	1,4,1,2	0,0,0,3	255	149
1460	192,128,152,112	0,1,0,0	148,137,101,102	0,0,1,3	391	149
1461	2,1,0,2	1358,1104,1015,950	2,2,0,1	1309,1345,1119,1284	154	149
1462	0,1,0,1	206,157,163,156	0,2,0,0	183,202,146,169	154	149
1463	1583,1220,1157,1092	206,157,163,156	1526,1489,1287,1430	183,202,146,169	436	149
1464	1583,1219,1157,1091	0,0,0,0	1526,1488,1287,1430	0,1,0,0	431	149
1465	231,158,189,201	188,173,185,146	211,214,190,189	230,230,177,154	155	149
1466	180,117,125,90	1,2,0,1	172,149,115,108	0,0,0,1	413	149
1467	441,379,408,316	0,1,3,0	510,497,366,401	1,0,0,1	413	149
1468	1,2,0,3	0,0,0,0	0,4,7,4	0,0,2,0	153	149
1469	34,33,22,21	11,13,8,5	16,13,25,27	11,18,1,8	153	149
1471	719,521,569,558	0,0,1,0	591,729,559,584	0,0,0,0	390	149
1472	230,262,268,218	2,1,1,1	238,207,135,183	3,0,2,0	762	149
1473	256,277,284,240	2,1,1,1	245,228,150,208	3,0,2,0	829	149
1474	8,7,9,4	12,9,11,3	8,2,3,6	10,9,2,3	153	149
1476	12,16,11,6	100,87,56,72	20,17,8,8	95,82,64,74	157	149
1478	338,359,562,457	6,6,1,1	614,502,450,476	4,3,4,6	263	149
1479	37,68,48,29	23,33,32,17	38,49,33,32	34,22,13,22	2017	149
1480	1786,1528,1581,1484	66,58,57,40	1673,1748,1506,1671	71,65,64,41	2017	149
1482	0,0,2,0	3,1,3,3	0,0,0,0	0,0,3,2	274	149
1485	1,29,28,17	0,1,0,0	27,31,23,19	0,0,0,0	156	149
1486	11,18,8,23	256,324,347,315	20,16,13,18	314,316,278,304	215	149
1487	416,541,553,577	3,0,0,3	574,527,414,504	8,4,5,3	261	149
1488	0,2,0,0	0,1,0,0	0,2,0,0	0,0,0,0	179	149
1489	2,4,3,1	308,319,334,286	5,3,3,3	322,306,318,321	270	149
1491	2,2,3,1	0,0,0,0	1,2,5,0	3,0,0,0	241	149
1495	39,38,31,29	5292,5109,5158,4678	52,44,36,43	7290,7427,6278,6672	159	149
1496	156,142,126,134	14,14,17,7	266,250,211,229	33,37,15,22	278	149
1497	259,221,216,213	2,8,2,4	431,417,350,369	11,12,1,7	371	149
1498	117,93,107,86	2,8,2,4	198,204,154,162	11,12,1,7	242	149
1499	1,0,0,0	1054,1122,995,933	0,0,0,1	1420,1374,1118,1180	152	149
1500	111,91,87,88	0,0,0,0	203,182,154,153	0,0,0,2	278	149
1501	112,91,88,88	0,0,1,0	200,180,154,153	1,0,0,0	278	149
1502	116,92,87,90	1,1,1,0	202,183,156,154	1,0,0,2	278	149
1504	310,717,658,643	1,0,0,0	1257,1251,943,1065	0,0,0,1	268	149
1507	23,59,54,41	3,6,4,9	52,56,54,30	6,3,7,4	270	149
1508	0,0,7,10	3,10,8,7	2,13,4,8	14,15,17,21	372	149
1509	0,0,3,7	0,0,1,1	2,7,2,7	0,0,0,0	372	149
1510	6,30,33,28	0,0,0,0	18,30,25,20	4,0,0,0	169	149
1511	0,27,29,20	0,1,0,0	21,16,10,14	0,0,0,0	244	149
1512	3,50,69,48	0,2,0,0	45,61,34,45	0,0,0,0	244	149
1514	6,5,4,7	734,849,975,905	8,7,5,7	996,994,852,933	466	149
1515	5,8,2,4	20,14,18,26	8,13,6,14	42,39,22,32	244	149
1516	25,50,54,53	0,3,1,1	87,115,59,58	0,0,1,1	597	149
1518	39,93,177,115	26,58,78,35	175,212,133,140	68,55,54,56	289	149
1519	21,55,94,62	0,0,1,0	91,117,77,76	0,0,0,0	289	149
1520	0,1,3,1	64,184,150,172	1,4,0,2	192,218,169,179	153	149
1521	51,62,35,60	79,50,69,66	78,60,56,76	80,100,71,55	185	149
1522	493,334,319,283	0,0,0,0	517,461,387,345	3,1,0,0	314	149
1523	486,329,312,275	2,2,1,0	510,445,384,343	2,1,0,0	306	149
1524	801,553,553,452	0,0,0,0	752,727,627,536	0,0,0,1	774	149
1525	317,226,242,177	0,0,0,0	244,283,243,193	0,0,0,1	617	149
1526	100,54,96,78	0,0,0,0	141,125,117,132	0,0,0,1	236	149
1527	323,245,213,213	4,6,2,2	336,332,310,333	3,9,3,6	376	149
1528	20,7,7,12	70,60,68,63	12,20,15,9	79,74,75,88	179	149
1529	1,1,5,0	5,4,3,1	0,2,2,1	0,0,0,0	151	149
1532	9,32,52,30	1,0,0,0	45,35,41,43	3,0,0,0	1048	149
1534	111,80,80,68	46,24,25,18	156,114,142,125	37,23,21,29	182	149
1535	475,397,423,391	0,0,0,0	416,577,463,419	0,1,0,0	462	149
1536	0,0,0,0	25,64,52,50	1,0,1,0	47,80,67,45	156	149
1537	2,4,0,5	0,0,0,1	3,5,1,2	0,0,0,0	1336	149
1538	91,69,89,66	6,3,2,9	148,118,118,98	11,9,4,10	196	149
1539	21,36,37,30	0,0,0,0	52,46,52,52	1,1,0,0	223	149
1540	75,61,62,80	2,0,0,0	94,110,79,73	0,2,2,2	538	149
1543	2,7,0,1	276,328,335,286	2,1,0,3	432,419,337,344	327	149
1544	0,1,0,1	0,2,0,1	4,0,0,0	0,0,0,0	197	149
1546	235,201,214,152	1,0,1,0	239,257,275,274	1,2,0,4	346	149
1547	2,0,2,0	180,134,139,140	0,3,3,2	139,140,112,104	212	149
1548	4,3,3,3	223,170,170,152	4,5,3,1	166,165,127,172	288	149
1550	354,444,445,380	1,1,5,2	719,634,507,592	3,5,3,4	253	149
1551	10,48,44,45	0,0,0,0	53,76,60,56	0,2,0,0	169	149
1552	21,11,12,19	252,343,338,342	21,10,12,7	320,316,289,294	236	149
1554	6034,4550,4956,4467	2,4,1,0	6156,6064,5975,6022	1,0,2,0	743	149
1558	148,157,188,158	7,3,13,5	154,164,150,158	12,2,7,8	168	149
1559	162,110,118,111	0,1,0,0	117,110,115,102	0,0,0,0	384	149
1560	4,3,1,1	99,100,113,92	2,3,4,8	93,119,70,58	154	149
1561	16,10,12,7	196,137,167,159	8,20,6,9	131,140,117,122	169	149
1562	20,41,40,50	0,3,4,0	4,11,7,7	0,0,0,0	268	149
1564	25,10,23,19	483,321,336,330	10,10,3,10	172,175,157,180	256	149
1565	74,45,49,66	396,469,405,433	99,92,51,70	544,589,468,440	170	149
1566	54,208,170,160	36,105,90,87	252,265,246,208	110,163,92,95	164	149
1567	16,14,25,18	0,0,1,0	21,37,14,29	3,0,0,1	169	149
1569	1,0,0,0	8,15,11,14	0,0,0,0	8,9,9,18	178	149
1571	0,2,1,4	61,86,70,87	4,2,3,4	141,124,107,109	229	149
1572	19,14,12,18	366,380,359,273	25,18,12,19	275,311,243,271	179	149
1573	70,70,65,66	1,5,5,7	72,71,44,61	5,0,3,1	197	149
1574	417,436,412,321	1,5,5,7	322,364,275,313	5,0,3,1	167	149
1575	0,2,0,0	4,9,5,7	0,0,0,0	1,13,10,2	156	149
1577	82,178,125,158	0,1,0,2	163,230,141,152	0,0,0,0	1456	149
1578	39,93,68,77	0,0,0,1	68,122,63,88	5,2,0,0	912	149
1579	88,203,144,173	0,0,0,1	180,246,159,163	5,2,0,0	1456	149
1581	660,697,700,714	0,0,2,0	630,671,632,551	0,0,0,0	1200	149
1582	690,801,876,707	0,0,2,2	676,784,691,643	0,0,1,0	727	149
1584	7,18,6,22	2,4,3,0	14,7,7,6	1,1,0,1	180	149
1587	4,6,0,5	0,1,4,10	8,7,6,5	2,5,6,6	235	149
1588	7,4,15,8	14,17,14,7	6,14,12,15	16,10,9,11	420	149
1589	10,8,9,10	4,11,15,13	16,15,5,4	16,14,12,6	312	149
1590	10,12,9,8	0,2,2,2	15,15,4,4	0,1,4,2	312	149
1598	0,0,1,1	1,3,1,5	0,0,3,0	4,0,2,4	197	149
1599	1,1,1,0	0,0,0,0	0,3,1,1	0,0,0,2	154	149
1606	25,16,13,9	1,2,0,4	20,9,6,9	1,2,2,3	294	149
1607	31,24,16,10	51,77,71,71	23,13,17,13	102,117,96,75	294	149
1608	0,0,0,0	0,2,0,0	0,0,2,0	0,0,0,0	214	149
1609	253,104,135,92	1,0,0,0	126,154,104,109	1,0,0,0	384	149
1610	170,137,150,121	47,40,25,36	122,129,91,114	17,31,25,26	277	149
1611	1,0,0,0	2,11,2,3	0,0,0,0	2,2,2,3	155	149
1613	111,100,87,92	0,2,0,0	10,3,8,7	0,0,0,0	296	149
1614	305,261,289,265	1,0,1,0	185,238,179,231	0,0,2,0	289	149
1615	222,245,190,235	30,29,18,17	223,185,201,170	22,31,10,19	173	149
1616	11,10,7,11	99,69,76,65	5,15,10,18	100,120,119,98	161	149
1617	4,7,1,3	9,10,7,3	3,5,1,5	5,7,10,5	354	149
1618	6,9,2,3	16,18,27,9	5,18,5,7	33,27,33,31	354	149
1621	81,100,74,63	0,0,0,0	148,131,132,120	1,0,0,0	161	149
1625	22,22,20,22	3,1,1,1	21,16,25,23	2,0,1,0	153	149
1626	579,484,496,466	6,4,5,6	534,478,471,470	7,4,4,11	153	149
1627	16,17,10,17	2,0,0,0	15,10,14,11	0,0,0,0	153	149
1628	2,0,0,0	45,30,26,45	3,2,1,0	43,30,28,22	155	149
1629	2,3,1,0	13,7,19,10	0,0,0,0	22,6,6,6	155	149
1631	1,0,2,2	15,12,12,7	0,3,0,0	13,8,10,19	225	149
1632	4,8,10,1	8,2,7,9	9,9,5,8	4,2,7,9	160	149
1633	1,4,2,1	1251,822,517,538	0,3,1,0	590,890,567,443	178	149
1634	2177,1461,1647,1607	0,0,0,0	1601,1689,1437,1741	0,1,0,0	339	149
1635	2048,1387,1403,1324	36,15,11,19	1501,1506,1324,1548	10,13,9,15	283	149
1636	25,21,33,10	1,1,4,2	22,18,10,24	2,1,0,3	283	149
1637	2048,1388,1351,1335	1,1,4,2	1535,1583,1368,1519	2,1,0,3	414	149
1638	2029,1370,1326,1328	2,1,6,1	1516,1568,1360,1497	1,1,2,2	280	149
1639	11,7,6,5	0,2,4,1	4,9,3,6	5,1,1,0	397	149
1649	5,3,1,3	26,12,21,8	1,0,2,0	1,1,11,17	470	149
1651	0,1,1,0	10,11,6,8	0,0,2,2	15,6,10,13	369	149
1653	42,55,37,29	1,0,1,1	57,73,69,58	1,1,0,1	153	149
1654	21,32,42,29	30,47,43,45	43,47,46,42	42,63,55,50	395	149
1655	1379,1089,1121,1007	1,2,1,1	1188,1237,1108,1083	2,0,3,0	2975	149
1659	97,63,200,173	0,1,0,0	278,232,241,236	0,0,0,0	170	149
1660	59,77,90,93	34,112,63,69	67,71,62,89	82,70,59,60	188	149
1663	150,112,140,95	12,12,3,6	152,117,125,127	9,7,3,8	164	149
1669	1998,1570,1667,1498	17,13,31,15	1509,1349,1396,1412	13,9,7,7	165	149
1671	183,119,129,118	24,21,23,14	83,88,50,77	16,19,14,15	634	149
1673	44,72,75,72	0,0,0,0	72,77,47,42	0,2,1,1	165	149
1674	8,8,13,6	0,1,0,0	16,19,13,10	0,0,0,0	213	149
1675	13,9,8,4	1,3,1,3	8,7,4,10	3,1,0,4	664	149
1676	1,2,0,1	504,550,847,828	1,5,0,0	869,865,790,755	175	149
1677	98,188,204,158	2,2,2,0	177,205,168,179	2,0,3,2	191	149
1679	1,4,0,0	0,0,0,1	1,2,0,0	1,0,0,0	163	149
1681	7,7,1,2	3,3,2,2	10,3,6,8	10,6,3,0	205	149
1682	12,10,2,7	137,96,89,146	29,14,15,12	143,148,126,125	205	149
1683	157,136,132,111	0,0,0,0	159,146,130,139	0,0,0,1	1746	149
1684	10,15,13,11	104,91,75,64	14,11,10,5	132,129,97,116	440	149
1686	13,40,38,40	4,3,5,5	42,42,36,35	0,3,2,0	173	149
1687	3,3,1,4	148,140,147,152	3,5,0,4	119,167,128,130	251	149
1689	66,103,165,117	131,195,225,187	146,130,117,121	194,199,174,144	161	149
1691	406,371,360,328	332,250,243,245	253,292,227,255	272,275,228,225	194	149
1692	28,39,33,40	0,0,0,2	27,28,21,24	0,0,0,0	194	149
1693	28,38,35,41	1,4,0,0	27,28,20,24	0,0,0,2	194	149
1694	2,7,2,14	9,24,19,24	6,5,6,1	17,15,21,15	293	149
1697	133,161,157,156	0,1,0,0	184,199,169,182	0,2,1,0	188	149
1698	546,693,845,713	11,12,12,5	880,872,735,777	14,3,10,7	188	149
1701	1,1,1,1	153,114,135,129	1,0,1,0	117,125,138,139	164	149
1702	104,149,159,111	1,1,1,2	165,132,128,140	3,2,0,0	186	149
1709	2,6,3,2	0,2,1,0	4,5,2,2	0,0,1,0	513	149
1710	4,10,4,4	6,3,5,3	5,7,3,5	8,9,2,4	644	149
1711	2,6,2,2	6,3,5,3	1,2,2,3	8,9,2,4	280	149
1712	61,57,93,62	0,1,0,0	27,28,23,22	0,0,0,0	412	149
1713	26,29,36,31	3,0,0,0	37,23,33,33	0,0,0,0	633	149
1714	0,1,0,0	1,0,2,1	0,0,0,3	0,0,9,0	473	149
1715	71,58,71,65	0,2,0,0	65,51,57,65	0,0,0,1	1336	149
1718	826,1065,1219,1044	9,3,6,14	1152,1251,1066,1037	7,4,11,11	1090	149
1720	390,544,547,481	0,0,0,1	575,550,469,499	1,1,0,0	286	149
1723	101,127,68,58	2,3,0,0	109,132,88,96	1,1,2,2	311	149
1726	0,2,4,6	120,337,393,355	0,2,3,7	286,349,259,282	180	149
1727	91,83,72,57	1,2,1,1	88,94,84,97	5,0,2,0	213	149
1728	9,14,19,9	485,773,817,591	29,24,43,23	741,790,683,688	374	149
1729	5,8,6,12	100,141,107,102	10,4,4,2	84,89,74,72	211	149
1730	29,70,79,71	25,97,75,79	48,71,56,51	51,64,49,34	173	149
1731	1075,764,806,752	0,0,0,0	580,555,560,601	1,0,0,0	400	149
1734	269,211,199,179	2,0,0,1	191,227,207,184	1,0,0,1	280	149
1735	3,0,1,2	0,1,2,0	4,0,1,0	0,0,0,1	189	149
1736	7,7,5,10	559,493,517,474	7,5,6,13	413,505,459,439	189	149
1737	35,88,87,84	5,7,6,9	33,38,51,55	4,0,2,5	259	149
1738	6,0,3,9	17,32,44,60	2,2,0,0	23,28,24,22	164	149
1741	18,57,69,64	2,8,5,6	19,44,28,22	16,18,13,17	1526	149
1742	2884,2336,2459,2376	0,2,0,1	2056,2084,1869,2103	0,1,1,0	287	149
1743	512,579,630,561	3,2,4,3	624,602,517,618	1,4,5,1	292	149
1744	648,767,824,702	5,9,10,6	807,789,686,794	8,15,9,7	403	149
1745	139,190,198,144	5,9,10,6	184,191,174,177	8,15,9,7	260	149
1746	64,95,79,72	12,29,19,17	89,125,92,66	20,27,23,16	155	149
1748	351,282,294,294	11,9,12,8	322,319,259,318	9,9,4,8	153	149
1749	13,18,11,19	0,0,0,1	14,14,14,17	1,0,0,0	160	149
1750	29,34,26,33	62,48,40,53	33,36,31,42	59,48,33,54	229	149
1751	16,16,15,15	62,48,40,53	20,22,17,25	59,48,33,54	218	149
1752	24,25,18,17	164,132,147,142	25,27,24,35	146,167,138,151	218	149
1756	1,2,0,2	223,150,151,160	0,0,0,0	162,152,101,115	153	149
1757	274,167,150,175	2,0,0,0	187,195,113,160	0,0,0,0	408	149
1758	7,3,3,3	0,0,0,1	2,0,1,4	0,0,0,0	360	149
1759	256,165,158,161	1,1,0,0	178,175,129,151	0,0,0,0	360	149
1760	268,187,238,250	0,0,0,0	227,176,205,199	0,0,0,3	175	149
1761	38,35,38,33	92,95,84,84	25,18,22,22	50,53,25,41	208	149
1762	20,20,20,18	0,1,0,0	17,14,11,7	0,0,0,0	156	149
1763	223,187,239,169	0,1,0,0	127,113,133,120	0,0,0,0	161	149
1764	216,178,229,165	13,11,10,14	118,110,129,118	8,11,7,5	154	149
1765	260,245,251,258	1,0,3,0	196,221,194,189	0,0,0,0	248	149
1766	181,147,142,115	0,0,0,0	64,86,74,91	1,1,0,0	204	149
1767	61,45,48,44	2702,1829,2103,1842	53,63,46,48	1744,1678,1571,1638	223	149
1768	332,251,244,219	2,0,1,0	191,231,194,226	1,0,1,0	203	149
1769	1,2,4,8	9,1,3,1	5,4,5,4	0,2,3,4	153	149
1770	17,6,4,12	393,306,259,287	11,7,13,6	259,221,239,247	153	149
1773	6,4,4,5	352,211,209,224	4,1,6,4	215,216,201,183	155	149
1774	173,129,148,180	5,4,2,0	115,99,83,96	5,5,1,4	193	149
1775	344,266,305,243	2,2,1,1	170,163,154,146	1,2,1,4	970	149
1776	1144,806,897,928	0,0,0,0	774,699,681,765	0,0,0,1	647	149
1777	207,197,190,204	24,23,34,41	155,157,134,128	21,21,18,39	172	149
1778	33,25,24,29	11,20,24,28	20,29,19,23	13,16,21,11	172	149
1779	35,33,32,29	0,0,0,0	31,31,21,31	0,0,1,0	172	149
1780	2,6,2,3	207,204,251,216	3,15,10,2	146,161,116,125	560	149
1781	0,2,3,1	250,183,200,190	3,3,0,0	117,126,105,96	160	149
1782	13,10,9,11	4,2,0,1	14,13,9,12	2,0,0,1	626	149
1783	62,46,46,69	0,0,0,0	93,83,59,57	0,0,1,2	925	149
1784	45,28,34,29	3,2,0,4	35,38,35,32	3,1,2,3	397	149
1785	74,72,40,61	0,0,0,1	75,59,54,76	0,0,0,0	275	149
1786	5,4,8,5	30,35,12,18	6,5,2,1	33,34,22,27	291	149
1787	227,546,580,476	0,0,0,0	964,994,874,843	0,0,1,1	1483	149
1788	92,108,123,87	78,67,90,97	102,84,97,84	43,65,55,59	319	149
1789	35,22,33,27	1587,1044,1394,1228	25,26,20,19	991,951,983,1007	156	149
1790	0,2,0,1	0,0,4,5	0,0,0,4	8,9,5,11	155	149
1796	603,763,706,647	1,0,0,1	628,696,572,567	0,0,0,0	240	149
1797	91,533,444,374	0,7,5,10	459,588,333,348	6,6,7,4	1159	149
1801	339,284,276,260	0,0,0,0	244,240,232,191	0,1,0,0	188	149
1802	1790,1618,1750,1487	4254,4099,4073,3915	1340,1477,1226,1261	3354,3337,3182,3147	188	149
1804	0,1,1,0	0,0,1,0	0,1,2,0	1,2,1,3	221	149
1805	0,2,1,0	0,0,1,2	0,1,2,0	0,0,0,0	221	149
1812	2,2,1,0	11,13,16,9	0,1,1,0	2,5,4,7	193	149
1815	85,95,108,91	71,77,84,66	88,84,92,88	64,49,66,58	210	149
1816	1698,1533,1779,1466	71,77,84,66	1530,1507,1388,1406	64,49,66,58	215	149
1817	1655,1489,1712,1424	42,51,41,49	1475,1453,1346,1355	33,30,50,37	154	149
1818	45,44,67,42	0,0,4,0	55,54,42,51	0,0,2,0	210	149
1819	2478,2294,2487,2057	0,0,4,0	2147,2145,1970,1984	0,0,2,0	524	149
1820	2435,2250,2420,2015	2,0,0,0	2092,2091,1928,1933	0,0,0,0	463	149
1821	22,33,23,23	2189,2055,2187,1824	35,29,27,21	1876,1849,1727,1719	219	149
1822	3075,2652,2729,2292	2,0,2,3	2323,2395,2142,2211	1,1,6,2	547	149
1823	89,127,126,127	183,172,166,152	181,176,170,184	141,123,103,106	188	149
1825	65,45,63,69	3,0,4,0	41,59,39,53	3,2,2,0	184	149
1826	0,1,2,2	497,592,558,577	2,0,1,4	424,431,399,411	161	149
1827	0,0,1,0	0,0,0,1	0,0,0,0	0,1,0,0	153	149
1828	2,0,0,0	0,0,0,1	3,3,0,0	0,1,0,0	255	149
1829	2,0,2,1	0,0,0,1	4,4,0,1	0,1,0,0	322	149
1830	2,0,0,0	0,0,1,0	3,3,0,0	0,0,0,0	251	149
1831	2,0,2,1	0,0,1,0	4,4,0,1	0,0,0,0	318	149
1832	0,0,2,1	0,0,0,0	2,1,0,1	1,0,0,0	216	149
1833	16,6,12,5	3,6,4,2	10,16,11,20	6,7,5,5	213	149
1834	7,7,9,4	41,43,31,19	15,12,2,9	44,62,44,62	174	149
1835	35,23,35,32	18,8,3,15	36,35,35,22	21,39,21,27	182	149
1836	39,19,25,49	0,0,0,0	40,25,44,30	0,0,0,2	182	149
1843	736,564,556,504	0,0,0,1	755,835,709,810	0,0,1,0	496	149
1844	1123,855,870,836	1,1,0,1	1185,1281,1136,1226	2,3,0,2	278	149
1845	557,421,457,464	1,1,0,1	605,648,593,592	2,3,0,2	385	149
1846	27,11,15,18	593,445,428,390	27,23,26,7	607,656,569,641	256	149
1847	552,425,468,466	0,0,0,0	614,661,593,610	1,0,0,0	278	149
1848	551,420,459,458	0,0,0,0	597,649,585,592	1,0,0,0	385	149
1849	21,10,17,12	22,15,26,20	19,24,18,7	36,36,26,25	256	149
1850	11,2,9,11	11,3,4,10	5,4,15,5	4,4,4,7	498	149
1851	10,3,8,11	0,0,0,0	6,4,16,7	0,0,1,0	498	149
1853	480,420,460,316	0,1,6,0	660,738,448,556	1,0,2,2	795	149
1854	1,0,0,0	1,1,2,2	0,1,0,2	5,0,2,1	153	149
1855	7,7,4,1	30,36,24,34	3,13,5,10	41,40,30,22	153	149
1856	0,0,1,0	3,1,1,4	0,0,1,0	6,1,2,2	153	149
1857	5,1,5,7	248,196,199,205	4,2,4,1	145,166,166,126	1060	149
1859	4,2,2,2	0,4,0,0	1,0,1,3	1,0,2,1	330	149
1860	0,0,0,1	0,4,0,0	0,0,0,0	1,0,2,1	155	149
1861	374,279,252,297	27,15,11,27	186,225,224,209	21,22,21,23	1098	149
1862	0,2,0,1	9,5,3,3	2,2,2,0	8,2,4,2	179	149
1864	571,715,730,591	20,9,15,6	737,702,641,682	31,11,7,21	389	149
1867	8,21,16,9	0,0,2,0	27,7,21,13	0,0,0,0	565	149
1868	354,592,555,500	2,22,14,11	442,516,410,423	18,12,5,13	188	149
1870	227,480,421,400	0,1,1,0	430,395,389,356	0,0,3,0	176	149
1873	13,71,81,54	0,0,0,0	42,34,31,43	2,1,0,0	244	149
1874	31,27,22,22	43,22,42,37	19,30,21,20	27,44,32,40	182	149
1875	59,48,53,52	12749,9644,10587,9195	56,48,42,38	10922,10859,10087,10330	182	149
1876	33,29,34,38	1,0,0,0	28,43,44,33	0,0,1,0	175	149
1880	464,410,533,492	3,0,0,1	517,475,393,433	3,1,3,3	154	149
1882	4,7,3,2	0,0,0,0	6,4,5,8	1,0,0,0	208	149
1884	2035,1593,1762,1582	0,0,0,0	1867,1985,1636,1868	0,1,0,0	239	149
1885	2043,1601,1764,1589	0,2,0,0	1869,1986,1644,1880	0,0,0,0	239	149
1886	84,209,232,219	47,89,109,62	210,199,196,200	97,119,102,97	206	149
1887	0,0,9,2	5,18,18,16	1,0,2,2	10,16,27,17	224	149
1888	53,41,30,54	8,5,4,4	51,55,47,47	4,7,5,6	194	149
1892	4,13,10,10	0,2,1,2	9,7,6,9	2,1,1,0	340	149
1893	4,13,10,10	0,0,0,0	8,7,6,9	1,0,1,0	340	149
1894	4,13,10,10	0,0,0,0	8,7,6,9	0,0,0,1	340	149
1897	98,59,77,61	1440,1069,1397,1183	34,58,31,36	1297,1197,1123,1160	251	149
1898	1393,1023,908,992	2,1,0,0	997,1079,1022,857	0,0,0,2	354	149
1901	5,2,6,1	3,4,5,10	6,7,11,10	6,13,6,8	153	149
1902	16,9,16,15	5,3,3,5	13,18,26,15	8,10,3,5	438	149
1903	31,39,23,19	8,27,26,11	36,40,50,35	25,31,30,32	604	149
1904	20,33,10,9	8,27,26,11	31,32,27,25	25,31,30,32	315	149
1905	16,34,11,11	1,1,4,0	33,35,31,31	1,5,2,1	315	149
1906	0,2,0,0	2,0,2,0	3,1,0,2	1,5,2,2	159	149
